name,ifar,time,m1,m2,s1,s2,chi_eff,eccentricity,chunk,snr_H1,snr_L1,snr_V1
GW190408_181802,7279.082451858823,1238782700.2824636,29.92928151708145,20.8850026708528,-0.09352116514873299,-0.48635715126707757,-0.25497932106696264,0.1185350876179137,O3/1,9.638124465942383,9.89842700958252,0.0
GW190412_053044,7279.082451858823,1239082262.159482,50.32804710164934,6.577105823007061,0.41257462531343286,0.29529089948255693,0.39901895528250353,0.19451521684920828,O3/1,8.54000473022461,14.934503555297852,0.0
GW190413_134308,26.523699977424673,1239198206.729449,82.68698290076965,26.374916045536487,0.06460421729272103,-0.43466938340559946,-0.056137301325563695,0.1773680703296569,O3/1,5.558376789093018,7.79851770401001,0.0
GW190421_213856,19.189001162498815,1239917954.24921,54.01914865207054,38.08785058807273,-0.40377273106732225,-0.2551994776385347,-0.3423350995663145,0.22361843054498026,O3/2,7.399510860443115,6.613421440124512,0.0
GW190503_185404,2722.2629486854107,1240944862.2840712,57.13750168304261,54.325787697888984,0.3429539708641113,0.36753626652372295,0.3549350686995324,0.0814049574306858,O3/4,8.920967102050781,7.488570213317871,0.0
GW190512_180714,206.16818572190067,1241719652.4165306,24.443989909462644,17.943619225822715,-0.1211329169472769,-0.1204090596842674,-0.12082649204230445,0.0476777799109408,O3/5,5.684700012207031,10.635178565979004,0.0
GW190513_205428,151.05674156911655,1241816086.7404494,57.15519359576237,16.401197481490406,-0.016555395033198694,0.010487522480192468,-0.010525514772393633,0.10745918284378808,O3/6,8.053930282592773,8.300599098205566,0.0
GW190517_055101,55.654752443352294,1242107479.822436,41.860239161618765,34.05027721256709,0.41866133121160914,0.39259201572444813,0.40696772851360985,0.13864878831582092,O3/6,6.354286193847656,7.561747074127197,0.0
GW190519_153544,9604.776341451867,1242315362.3732095,89.96538435389013,86.25835705344909,0.47067453932828474,0.447600323520701,0.4593801250231303,0.18504489199486043,O3/6,7.879297733306885,10.463847160339355,0.0
GW190521_030229,7638.484254018234,1242442967.42691,158.2837431636387,117.27074926067282,0.27600451499348666,0.253156362703469,0.2662807760890727,0.15079946621763962,O3/6,8.626313209533691,12.27787971496582,0.0
GW190521_074359,54150.281208573935,1242459857.4566371,61.06017470815365,21.067309487912482,-0.2727152750704366,0.11286637619031437,-0.1738060236853847,0.031042198376686037,O3/6,11.855494499206543,20.430551528930664,0.0
GW190602_175927,10462.618687383121,1243533585.0827138,130.24680918264463,45.82537052725354,0.47886390286502556,-0.008390053579486856,0.3520489049946675,0.05239601002914346,O3/8,6.300582408905029,10.705981254577637,0.0
GW190701_203306,1.4581875607613712,1246048404.5688436,64.39956916911449,57.00552722814207,-0.03785836829391931,0.07267903740606785,0.014044255873851592,0.30828389149937124,O3/12,5.462516784667969,10.156269073486328,0.0
GW190706_222641,19.8235010642674,1246487219.3202283,112.03280045700085,47.68411779225246,0.4201845453925863,0.45774032309185064,0.43139697139742966,0.3282411754596932,O3/13,9.260763168334961,8.864021301269531,0.0
GW190707_093326,77154.96689845982,1246527224.1663506,29.575455538261682,5.11514721775026,0.42373747452092814,0.24689618782189393,0.3976621358476854,0.07912696332216856,O3/13,7.607646942138672,10.19909381866455,0.0
GW190720_000836,22.901980477086134,1247616534.7010977,29.975674892352405,5.462138369357092,0.4914277061013853,0.45663800504693,0.486065463245579,0.04438935175405251,O3/14,7.208801746368408,7.987355709075928,0.0
GW190727_060333,8604.818032297093,1248242631.9776747,57.13750168304261,54.325787697888984,0.3429539708641113,0.36753626652372295,0.3549350686995324,0.0814049574306858,O3/15,8.38974666595459,8.005802154541016,0.0
GW190728_064510,8604.818032297093,1248331528.5291946,24.48746829973047,5.880631922246836,0.45393994611463584,-0.27982295867812523,0.31185040051434404,0.2012629888519395,O3/15,8.678993225097656,10.494503021240234,0.0
GW190803_022701,2.522583007000344,1248834439.8726199,55.99912479638334,43.17006657123218,0.12000938430267982,0.1116967227162382,0.11639073874228054,0.14789886483164477,O3/16,5.786748886108398,6.480133533477783,0.0
GW190805_112555,2.275141440936381,1249039573.258019,68.97096920426841,15.830093112355927,0.49628600265327677,0.22467236678086988,0.4455829922311676,0.4749295248268661,O3/16,5.4412007331848145,7.470279693603516,0.0
GW190828_063405,8427.874091017411,1251009263.7494428,56.595296636246474,34.16489633445396,0.3864398674076748,0.4385333198504139,0.40604942688695594,0.018012751350697798,O3/19,10.364931106567383,11.556597709655762,0.0
GW190828_065509,133.7957372775094,1251010527.882922,33.78131571175534,11.236556546815333,0.12597377943535715,-0.435977042796036,-0.014290339540862604,0.07847457181821971,O3/19,7.214447021484375,7.36079740524292,0.0
GW190915_235702,10726.998160237576,1252627040.6891458,46.3283915788999,21.838664247059377,-0.08507884038689899,-0.19801641701800943,-0.12126062625162029,0.3236207391119107,O3/21,10.004110336303711,7.544198513031006,0.0
GW190924_021846,6890.5052064775355,1253326744.840697,10.511098583127595,5.104206752023486,-0.3029742838496834,0.4817033647882819,-0.04648509799150211,0.1211108829081346,O3/22,6.13496732711792,11.069334983825684,0.0
GW190925_232845,62.115046895335155,1253489343.119471,35.733256157378904,13.267008304026726,0.17613494133022567,0.25529370512888216,0.1975674782399079,0.014690753704110993,O3/23,7.890254974365234,0.0,5.248327255249023
GW190929_012149,5.149893769893746,1253755327.494851,80.02751914344216,57.79348745516293,-0.07351157948335929,0.11059109181498916,0.0036895358381331725,0.28695229537337474,O3/23,5.707144260406494,6.871897220611572,0.0
GW190930_133541,130.62582295833465,1253885759.2388513,26.29316041735943,5.390311272542596,0.42600961840129603,0.45051510228760216,0.43017873810270696,0.1359234436291345,O3/23,6.742861747741699,8.018233299255371,0.0
GW191105_143521,3.214955648893871,1256999739.9277174,25.549665558120726,5.110236848102052,0.3330753485721174,-0.1230308246343439,0.2570538876396974,0.13969447140207608,O3b/0,5.968975067138672,7.595149517059326,0.0
GW191109_010717,18263.859054766144,1257296855.208533,63.86136873141341,51.00384278242565,-0.4874003318574114,-0.21302297009608884,-0.3655679716684853,0.1463733280361359,O3b/1,8.943140029907227,12.565265655517578,0.0
GW191129_134029,18076.825506271907,1259070047.1973615,9.821893939904134,9.239817992074205,-0.4067422584805457,0.2660982461654149,-0.08059506756668089,0.1403451899723756,O3b/5,8.579425811767578,9.555044174194336,0.0
GW191204_171526,26390.256287213106,1259514944.0883453,11.477837266699584,10.32889453627698,-0.13394010792356936,0.2842547701158774,0.06414050451790894,0.18261098924309377,O3b/6,10.105853080749512,13.590636253356934,0.0
