name,ifar,time,m1,m2,s1,s2,chi_eff,eccentricity,chunk,snr_H1,snr_L1,snr_V1
GW191215_223052,117.14666845170007,1260484270.329214,38.66754175152884,19.370166949890717,-0.13264229293296131,0.35688990932098963,0.030739768440091627,0.25348138258101455,O3b/8,7.09040641784668,7.746842861175537,0.0
GW191216_213338,28218.458334842424,1260567236.4776833,16.0944765863793,6.787788714914468,0.27232886170369164,0.04402651690597348,0.20460531863652665,0.13524687202358798,O3b/8,17.28964614868164,0.0,5.1111741065979
GW191222_033537,6072.706709456291,1261020955.1112485,81.47270456516281,58.79052709061892,-0.13481057616121406,0.4849027101917923,0.12493868470825843,0.15906217333445738,O3b/9,8.044464111328125,8.147624969482422,0.0
GW191230_180458,28.168253280106487,1261764316.3924167,77.7099063082965,67.01055699346023,0.23524623033905512,0.2857253147392923,0.2586197843272472,0.11979961166911635,O3b/11,7.666273593902588,6.643535614013672,0.0
GW200128_022011,864.2874654138977,1264213229.8930712,51.71994464007843,39.13053566575368,-0.4204396269571158,-0.36755750170960766,-0.397662577445517,0.032282448675234054,O3b/17,6.7352166175842285,6.920440673828125,0.0
GW200129_065458,44147.08102051834,1264316116.413269,37.986040155839476,35.32858534955359,-0.0709015532978079,0.35539090926081496,0.13451870962457232,0.15549557634832195,O3b/17,14.344765663146973,0.0,6.847951889038086
GW200208_130117,52.2187298840493,1265202095.9383776,74.14431892963819,48.6042991282063,0.24915366748828283,0.3658614043432047,0.29536598207417475,0.16642122028758605,O3b/18,6.274844169616699,6.498063087463379,0.0
GW200209_085452,1.4486853461044717,1265273710.1711857,57.64444739509547,31.8520856431087,-0.012662805759477203,0.22576140400662092,0.07219308855341672,0.2446937746888469,O3b/19,6.96351432800293,6.015242576599121,0.0
GW200219_094415,9.631854275000489,1266140673.191183,54.52570682410078,38.86682954809651,-0.17611665638084972,-0.32136665010942134,-0.23656481388255668,0.05153561195881773,O3b/21,5.812822341918945,8.011929512023926,0.0
GW200224_222234,10457.619652259798,1266618172.3933198,58.92205849177368,45.917770015175634,0.14740007113369635,0.235736694637385,0.18608976397014224,0.01959274817656348,O3b/22,12.135119438171387,12.873037338256836,0.0
GW200225_060421,69348.68845708594,1266645879.395241,21.213541066673358,18.581701852907614,-0.059172891843020214,-0.3946128327841264,-0.21580078288819954,0.1178163945108669,O3b/22,9.299821853637695,7.991623401641846,0.0
GW200311_115853,3068.5568013231973,1267963151.3815355,47.81334916805767,28.683230998608572,0.015728446493807974,0.4709317418280879,0.18641191028988643,0.16885870364017003,O3b/25,11.807868003845215,9.923995018005371,6.779425621032715
GW200316_215756,1.206234264904127,1268431094.1552625,27.374351730295075,6.122356777911194,0.4162752190691883,0.25183704903814363,0.3862200527656024,0.02077132770099771,O3b/27,5.5318379402160645,7.755903244018555,0.0
